year,state,division,total_population,fss,homicide_rate,firearm_homicide_rate,nonfirearm_homicide_rate,firearm_suicides,total_suicides,firearm_homicides,nonfirearm_homicides,total_homicides,white_fss,nonwhite_fss,nextyearfss,nextyearnonwhitefss,nextyearwhitefss
1986,Mississippi,East South Central,2552184.8,0.821917808,13.36110144,9.0118866,4.349214837,240,292,230,111,341,0.821138203,0.826086938,0.866666675,0.868421078,0.866396785
1986,Missouri,West North Central,5036918.2,0.618055556,9.827437738,6.214117196,3.613320542,445,720,313,182,495,0.619117618,0.600000024,0.638184249,0.648148119,0.637410045
1986,Montana,Mountain,794115,0.666666667,5.162980173,2.896305951,2.266674222,118,177,23,18,41,0.676646709,0.5,0.670886099,0.416666657,0.691780806
1986,Nebraska,West North Central,1574961,0.541484716,3.238175421,1.523847257,1.714328164,124,229,24,27,51,0.54260087,0.5,0.582010567,0.5,0.584699452
1986,Nevada,Mountain,1041297,0.665236052,10.56374886,4.705669948,5.858078915,155,233,49,61,110,0.669724762,0.600000024,0.650375962,0.625,0.65200001
1986,New Hampshire,New England,1033795.2,0.586466165,2.224812032,1.257502453,0.967309579,78,133,13,10,23,0.586466193,NA,0.486486495,1,0.482993186
1986,New Jersey,Middle Atlantic,7584042,0.371772806,5.261046814,2.188806444,3.07224037,216,581,166,233,399,0.37030074,0.387755096,0.356564015,0.300000012,0.36155203
1986,New Mexico,Mountain,1430199,0.655052265,13.49462557,7.131874655,6.362750918,188,287,102,91,193,0.669201493,0.5,0.667774081,0.5,0.686346889
1986,New York,Middle Atlantic,17817501.8,0.396615158,10.55703555,6.022168607,4.534866948,539,1359,1073,808,1881,0.413026214,0.189999998,0.402889252,0.293333322,0.40990606
1986,North Carolina,South Atlantic,6329888.6,0.696103896,9.178676541,6.066457473,3.112219068,536,770,384,197,581,0.702346027,0.647727251,0.707908154,0.75,0.703389823
1986,North Dakota,West North Central,644366.8,0.506849315,1.396720005,0.775955558,0.620764447,37,73,5,4,9,0.537313461,0.166666672,0.576470613,0.200000003,0.600000024
1986,Ohio,East North Central,10827321,0.589558233,5.070506361,2.927778718,2.142727642,734,1245,317,232,549,0.585365832,0.639175236,0.570358038,0.616161644,0.566243172
1986,Oklahoma,West South Central,3097467,0.713692946,9.427057657,5.875768814,3.551288843,344,482,182,110,292,0.71175164,0.741935492,0.739229023,0.727272749,0.740196049
1986,Oregon,Pacific,2758634.6,0.631929047,6.379967829,3.298733366,3.081234463,285,451,91,85,176,0.635955036,0.333333343,0.625,0.6875,0.622448981
1986,Pennsylvania,Middle Atlantic,11874543.8,0.535812672,5.54126551,2.560098351,2.981167159,778,1452,304,354,658,0.546746433,0.408695638,0.525786996,0.375,0.53707701
1986,Rhode Island,New England,980940,0.353535354,4.179664404,1.93691765,2.242746753,35,99,19,22,41,0.368421048,0,0.338582665,0.5,0.335999995
1986,South Carolina,South Atlantic,3340749.8,0.735064935,9.668488194,5.956746596,3.711741598,283,385,199,124,323,0.741379321,0.67567569,0.7139588,0.586206913,0.733509243
1986,South Dakota,West North Central,693909.6,0.594059406,4.323329725,1.72933189,2.593997835,60,101,12,18,30,0.623529434,0.4375,0.578431368,0.071428575,0.659090936
1986,Tennessee,East South Central,4762759,0.726537217,10.77106778,7.621632755,3.149435023,449,618,363,150,513,0.733096063,0.660714269,0.745098054,0.638297856,0.753982306
1986,Texas,West South Central,15883582.4,0.694468832,14.54961445,9.752208041,4.797406409,1582,2278,1549,762,2311,0.695162058,0.684563756,0.711320758,0.684210539,0.713414609
1986,Utah,Mountain,1618124.8,0.640816327,3.398996171,1.66859812,1.730398051,157,245,27,28,55,0.645833313,0.400000006,0.636363626,0.428571433,0.642857134
1986,Vermont,New England,542237.2,0.644736842,2.950738164,1.290947947,1.659790217,49,76,7,9,16,0.644736826,NA,0.630434811,1,0.6179775
1986,Virginia,South Atlantic,5851142,0.667484663,7.571171576,4.95629742,2.614874156,544,815,290,153,443,0.669014096,0.657142878,0.655836344,0.602040827,0.663028657
1986,Washington,Pacific,4572877.6,0.479472141,4.96405152,2.339883315,2.624168204,327,682,107,120,227,0.491392791,0.302325577,0.530085981,0.40476191,0.538109779
1986,West Virginia,South Atlantic,1855943.8,0.761029412,6.250189257,3.987189698,2.262999558,207,272,74,42,116,0.763358772,0.699999988,0.79835391,0.400000006,0.806722701
1986,Wisconsin,East North Central,4817368.2,0.5,3.42510668,1.681416006,1.743690673,298,596,81,84,165,0.5,0.5,0.51026392,0.323529422,0.520061731
1986,Wyoming,Mountain,459975.6,0.773195876,6.087279412,3.478445378,2.608834034,75,97,16,12,28,0.787234068,0.333333343,0.692307711,0.400000006,0.712328792
1987,Alabama,East South Central,3996577.3,0.777282851,11.38474164,7.65655152,3.728190119,349,449,306,149,455,0.79396987,0.647058845,0.769076288,0.758064508,0.770642221
1987,Alaska,Pacific,505585.4,0.70212766,9.098363995,5.538134606,3.56022939,66,94,28,18,46,0.684210539,0.729729712,0.74545455,0.894736826,0.666666687
1987,Arizona,Mountain,3381124.1,0.672992701,8.340421459,4.613850169,3.72657129,461,685,156,126,282,0.683544278,0.547169805,0.658321083,0.528301895,0.669329047
1987,Arkansas,West South Central,2331438,0.821637427,9.264668415,5.661741809,3.602926606,281,342,132,84,216,0.821538448,0.823529422,0.814569533,0.761904776,0.818505347
1987,California,Pacific,27932385.3,0.521170936,10.45023534,6.329570429,4.120664911,1994,3826,1768,1151,2919,0.528209567,0.451704532,0.541343689,0.467741936,0.549170971
1987,Colorado,Mountain,3173065,0.540925267,6.176992907,3.183042264,2.993950644,304,562,101,95,196,0.546961308,0.368421048,0.580968261,0.483870953,0.586267591
1987,Connecticut,New England,3233254,0.432885906,4.917646433,2.876359234,2.041287199,129,298,93,66,159,0.427561849,0.533333361,0.436746985,0.315789461,0.444089442
1987,Delaware,South Atlantic,644619,0.530612245,4.653911846,2.637216713,2.016695133,52,98,17,13,30,0.539325833,0.444444448,0.448275864,0.555555582,0.43589744
1987,District of Columbia,South Atlantic,616329.9,0.431818182,33.42365834,19.1455907,14.27806764,19,44,118,88,206,0.333333343,0.482758611,0.354166657,0.481481493,0.190476194
1987,Florida,South Atlantic,11980445.4,0.610094013,12.35346392,7.879506717,4.473957204,1233,2021,944,536,1480,0.61772418,0.482456148,0.624031007,0.622950792,0.624098837
1987,Georgia,South Atlantic,6173682.7,0.772397094,13.49275692,9.070760958,4.421995967,638,826,560,273,833,0.778097987,0.74242425,0.73647058,0.701388896,0.743626058
1987,Hawaii,Pacific,1065167.6,0.351351351,4.412451149,1.783756847,2.628694301,39,111,19,28,47,0.387755096,0.322580636,0.287356317,0.291666657,0.282051295
1987,Idaho,Mountain,987904.8,0.676136364,3.441627169,1.923262241,1.518364927,119,176,19,15,34,0.687861264,0,0.748603344,0.666666687,0.751445115
1987,Illinois,East North Central,11429376.8,0.444628099,9.335592121,5.083391773,4.252200347,538,1210,581,486,1067,0.436346859,0.515873015,0.487609923,0.447852761,0.493566185
1987,Indiana,East North Central,5527978.5,0.627260083,5.155591687,3.183803989,1.971787698,451,719,176,109,285,0.62186116,0.714285731,0.649532735,0.724137902,0.646003246
1987,Iowa,West North Central,2817870.9,0.4875,2.129267171,0.958170227,1.171096944,195,400,27,33,60,0.492385775,0.166666672,0.544025183,0.25,0.547770679
1987,Kansas,West North Central,2443405.5,0.632835821,4.542839901,2.619295078,1.923544823,212,335,64,47,111,0.647058845,0.25,0.615635157,0.5,0.620338976
1987,Kentucky,East South Central,3677940.3,0.748031496,6.715715315,4.730908764,1.984806551,380,508,174,73,247,0.762886584,0.434782594,0.778723419,0.850000024,0.775555551
1987,Louisiana,West South Central,4215751.1,0.802513465,13.16491384,9.511946756,3.652967083,447,557,401,154,555,0.808278859,0.775510192,0.761658013,0.6875,0.773547113
1987,Maine,New England,1196947.6,0.583333333,1.921554461,1.086096,0.835458461,98,168,13,10,23,0.587878764,0.333333343,0.654321015,1,0.652173936
1987,Maryland,South Atlantic,4612120.1,0.54459203,9.973721196,6.092642731,3.881078465,287,527,281,179,460,0.5625,0.477477491,0.55384618,0.578313231,0.549199104
1987,Massachusetts,New England,5932608.6,0.279792746,3.270062347,1.230487378,2.039574969,162,579,73,121,194,0.276867032,0.333333343,0.293069303,0.333333343,0.291322321
1987,Michigan,East North Central,9285331.3,0.540166205,12.50359263,7.948020121,4.555572508,585,1083,738,423,1161,0.546777546,0.487603307,0.547532022,0.539130449,0.548518896
1987,Minnesota,West North Central,4285360.3,0.43040293,2.80023129,1.330109863,1.470121427,235,546,57,63,120,0.442528725,0.166666672,0.469262302,0.444444448,0.470212758
1987,Mississippi,East South Central,2557442.6,0.866666667,12.00417949,8.25042955,3.753749938,247,285,211,96,307,0.866396785,0.868421078,0.818181813,0.788461566,0.824489772
1987,Missouri,West North Central,5056956.9,0.638184246,9.333676544,5.95219627,3.381480273,478,749,301,171,472,0.637410045,0.648148119,0.645255446,0.59523809,0.648522556
1987,Montana,Mountain,795352.5,0.670886076,4.65202536,2.011686642,2.640338718,106,158,16,21,37,0.691780806,0.416666657,0.627586186,0.5,0.63909775
1987,Nebraska,West North Central,1575817,0.582010582,3.172957266,1.90377436,1.269182906,110,189,30,20,50,0.584699452,0.5,0.512048185,0.200000003,0.521739125
1987,Nevada,Mountain,1081431,0.65037594,6.935255231,2.589161953,4.346093278,173,266,28,47,75,0.65200001,0.625,0.660583913,0.800000012,0.65250963
1987,New Hampshire,New England,1052659.4,0.486486486,2.754927187,1.424962338,1.329964849,72,148,15,14,29,0.482993186,1,0.64084506,0.75,0.637681186
1987,New Jersey,Middle Atlantic,7620578.5,0.356564019,4.868396802,1.942109776,2.926287027,220,617,148,223,371,0.36155203,0.300000012,0.349907905,0.291666657,0.355555564
1987,New Mexico,Mountain,1451416.5,0.667774086,10.40362983,6.063042552,4.340587281,201,301,88,63,151,0.686346889,0.5,0.645348847,0.545454562,0.655948579
1987,New York,Middle Atlantic,17860740.1,0.402889246,11.20894201,7.032183398,4.17675861,502,1246,1256,746,2002,0.40990606,0.293333322,0.408333331,0.34523809,0.413082451
1987,North Carolina,South Atlantic,6404575.7,0.707908163,9.102866877,5.823961141,3.278905736,555,784,373,210,583,0.703389823,0.75,0.728081346,0.690721631,0.733333349
1987,North Dakota,West North Central,642975.1,0.576470588,1.710797199,0.77763509,0.933162108,49,85,5,6,11,0.600000024,0.200000003,0.577464759,0.142857149,0.625
1987,Ohio,East North Central,10832269.5,0.570358035,5.132811734,2.898746195,2.234065539,685,1201,314,242,556,0.566243172,0.616161644,0.574958801,0.513513505,0.581142366
1987,Oklahoma,West South Central,3109496.5,0.739229025,8.876035075,5.370644411,3.505390664,326,441,167,109,276,0.740196049,0.727272749,0.748792291,0.777777791,0.746770024
1987,Oregon,Pacific,2779556.2,0.625,5.504475858,2.410456748,3.09401911,255,408,67,86,153,0.622448981,0.6875,0.583333313,0.523809552,0.586129725
1987,Pennsylvania,Middle Atlantic,11876318.6,0.525787006,5.414135656,2.820739417,2.59339624,785,1493,335,308,643,0.53707701,0.375,0.513149023,0.318181813,0.528769135
1987,Rhode Island,New England,986571,0.338582677,4.763975426,2.331307123,2.432668303,43,127,23,24,47,0.335999995,0.5,0.323232323,0.5,0.311827958
1987,South Carolina,South Atlantic,3377238.1,0.71395881,10.09700797,6.366148718,3.730859249,312,437,215,126,341,0.733509243,0.586206913,0.742029011,0.833333313,0.729372919
1987,South Dakota,West North Central,694433.2,0.578431373,3.45605596,0.86401399,2.59204197,59,102,6,18,24,0.659090936,0.071428575,0.597561002,0.5,0.621212125
1987,Tennessee,East South Central,4791365.5,0.745098039,10.18498797,6.783035024,3.401952951,456,612,325,163,488,0.753982306,0.638297856,0.766412199,0.627118647,0.780201316
1987,Texas,West South Central,16159314.3,0.711320755,11.86931552,7.760230272,4.109085248,1508,2120,1254,664,1918,0.713414609,0.684210539,0.691559851,0.608695626,0.697906733
1987,Utah,Mountain,1644306.1,0.636363636,3.770587484,1.885293742,1.885293742,147,231,31,31,62,0.642857134,0.428571433,0.58951968,1,0.587719321
1987,Vermont,New England,547367.4,0.630434783,2.37500443,2.009619133,0.365385297,58,92,11,2,13,0.6179775,1,0.666666687,NA,0.666666687
1987,Virginia,South Atlantic,5935196,0.655836342,7.851467753,5.121987547,2.729480206,545,831,304,162,466,0.663028657,0.602040827,0.686092734,0.647727251,0.69115442
1987,Washington,Pacific,4646331.2,0.53008596,5.595812886,2.668772299,2.927040586,370,698,124,136,260,0.538109779,0.40476191,0.559109867,0.490196079,0.564371228
1987,West Virginia,South Atlantic,1840327.1,0.798353909,5.759845627,4.184038805,1.575806823,194,243,77,29,106,0.806722701,0.400000006,0.775700927,0.800000012,0.774509788
1987,Wisconsin,East North Central,4835968.4,0.51026393,3.660073544,1.736984055,1.923089489,348,682,84,93,177,0.520061731,0.323529422,0.517611027,0.444444448,0.520766795
1987,Wyoming,Mountain,458378.7,0.692307692,1.745281794,0.654480673,1.090801121,54,78,3,5,8,0.712328792,0.400000006,0.654321015,0.333333343,0.680000007
1988,Alabama,East South Central,4011247.2,0.769076305,11.71705399,8.476166714,3.240887273,383,498,340,130,470,0.770642221,0.758064508,0.784584999,0.666666687,0.801354408
1988,Alaska,Pacific,520404.6,0.745454545,5.188270819,3.266689034,1.921581785,41,55,17,10,27,0.666666687,0.894736826,0.719101131,0.725000024,0.714285731
1988,Arizona,Mountain,3475825.4,0.65832106,9.120135896,5.667718522,3.452417374,447,679,197,120,317,0.669329047,0.528301895,0.676602066,0.465116292,0.691082776
1988,Arkansas,West South Central,2337867,0.814569536,10.86460436,7.143263496,3.721340863,246,302,167,87,254,0.818505347,0.761904776,0.772357702,0.611111104,0.785087705
1988,California,Pacific,28541597.2,0.541343669,10.41987938,6.551840764,3.868038611,2095,3870,1870,1104,2974,0.549170971,0.467741936,0.540912747,0.461077839,0.548827529
1988,Colorado,Mountain,3213508,0.58096828,5.66359256,2.769558999,2.894033561,348,599,89,93,182,0.586267591,0.483870953,0.540983617,0.538461566,0.541044772
1988,Connecticut,New England,3251208,0.436746988,5.474888103,3.567904607,1.906983497,145,332,116,62,178,0.444089442,0.315789461,0.431438118,0.5,0.425992787
1988,Delaware,South Atlantic,651802,0.448275862,4.756045548,1.534208241,3.221837306,39,87,10,21,31,0.43589744,0.555555582,0.642105281,0.571428597,0.647727251
1988,District of Columbia,South Atlantic,613186.6,0.354166667,50.06632565,35.55198369,14.51434196,17,48,218,89,307,0.190476194,0.481481493,0.313725501,0.388888896,0.13333334
1988,Florida,South Atlantic,12299605.6,0.624031008,13.89475448,9.423066379,4.4716881,1288,2064,1159,550,1709,0.624098837,0.622950792,0.628612697,0.59677422,0.630635262
1988,Georgia,South Atlantic,6275193.8,0.736470588,12.73267449,8.318468188,4.414206299,626,850,522,277,799,0.743626058,0.701388896,0.756725132,0.75,0.758179247
1988,Hawaii,Pacific,1079521.4,0.287356322,3.242177506,1.389504645,1.85267286,25,87,15,20,35,0.282051295,0.291666657,0.330275238,0.262295067,0.416666657
1988,Idaho,Mountain,994186.2,0.748603352,3.621052073,1.911110816,1.709941256,134,179,19,17,36,0.751445115,0.666666687,0.681249976,0.333333343,0.687898099
1988,Illinois,East North Central,11429785.2,0.487609912,9.938944434,5.809383014,4.12956142,610,1251,664,472,1136,0.493566185,0.447852761,0.466268152,0.458015263,0.467307687
1988,Indiana,East North Central,5533372,0.64953271,5.927669421,3.632504737,2.295164684,417,642,201,127,328,0.646003246,0.724137902,0.595870197,0.636363626,0.593798459
1988,Iowa,West North Central,2804165.6,0.544025157,1.854384063,0.855869568,0.998514496,173,318,24,28,52,0.547770679,0.25,0.539682567,0.666666687,0.538461566
1988,Kansas,West North Central,2454795,0.615635179,3.99218672,2.281249554,1.710937166,189,307,56,42,98,0.620338976,0.5,0.635087729,0.666666687,0.632958829
1988,Kentucky,East South Central,3680392.2,0.778723404,5.950452781,4.129994624,1.820458157,366,470,152,67,219,0.775555551,0.850000024,0.742738605,0.666666687,0.746724904
1988,Louisiana,West South Central,4217158.4,0.761658031,13.72962419,9.603623141,4.126001053,441,579,405,174,579,0.773547113,0.6875,0.750462115,0.651376128,0.775462985
1988,Maine,New England,1207274.4,0.654320988,2.981923579,1.905117842,1.076805737,106,162,23,13,36,0.652173936,1,0.605882347,0,0.613095224
1988,Maryland,South Atlantic,4668569.4,0.553846154,10.30294205,6.768668792,3.534273262,288,520,316,165,481,0.549199104,0.578313231,0.560000002,0.479591846,0.578454316
1988,Massachusetts,New England,5960547.4,0.293069307,3.94259091,1.509928434,2.432662477,148,505,90,145,235,0.291322321,0.333333343,0.359183669,0.375,0.358369112
1988,Michigan,East North Central,9288653.2,0.547531993,11.3148804,7.525310558,3.789569838,599,1094,699,352,1051,0.548518896,0.539130449,0.567464113,0.565217376,0.56774193
1988,Minnesota,West North Central,4315273.2,0.469262295,2.873514474,1.112328184,1.761186291,229,488,48,76,124,0.470212758,0.444444448,0.518446624,0.263157904,0.52822578
1988,Mississippi,East South Central,2562700.4,0.818181818,11.86248693,7.414054331,4.448432599,243,297,190,114,304,0.824489772,0.788461566,0.770700634,0.603448272,0.80859375
1988,Missouri,West North Central,5076995.6,0.645255474,8.548362736,5.948399876,2.59996286,442,685,302,132,434,0.648522556,0.59523809,0.614457846,0.600000024,0.61526233
1988,Montana,Mountain,796590,0.627586207,4.14265808,2.385166773,1.757491307,91,145,19,14,33,0.63909775,0.5,0.633540392,0.5,0.638709664
1988,Nebraska,West North Central,1576673,0.512048193,3.488358081,1.966165464,1.522192617,85,166,31,24,55,0.521739125,0.200000003,0.563218415,0.5,0.565476179
1988,Nevada,Mountain,1121565,0.660583942,8.648629371,5.171345397,3.477283974,181,274,58,39,97,0.65250963,0.800000012,0.64453125,0.782608688,0.630901277
1988,New Hampshire,New England,1071523.6,0.64084507,2.613101569,0.839925504,1.773176064,91,142,9,19,28,0.637681186,0.75,0.547619045,NA,0.547619045
1988,New Jersey,Middle Atlantic,7657115,0.349907919,5.315317845,2.481352311,2.833965534,190,543,190,217,407,0.355555564,0.291666657,0.423459232,0.395833343,0.426373631
1988,New Mexico,Mountain,1472634,0.645348837,11.20441332,5.704064961,5.500348355,222,344,84,81,165,0.655948579,0.545454562,0.647651017,0.535714269,0.65925926
1988,New York,Middle Atlantic,17903978.4,0.408333333,12.78486797,8.450635754,4.334232217,490,1200,1513,776,2289,0.413082451,0.34523809,0.383805126,0.235602096,0.405120492
1988,North Carolina,South Atlantic,6479262.8,0.728081321,8.905334107,5.818563186,3.086770921,573,787,377,200,577,0.733333349,0.690721631,0.74626863,0.769999981,0.743190646
1988,North Dakota,West North Central,641583.4,0.577464789,2.337965727,1.402779436,0.935186291,41,71,9,6,15,0.625,0.142857149,0.600000024,0.666666687,0.59375
1988,Ohio,East North Central,10837218,0.574958814,5.056648302,2.823602884,2.233045418,698,1214,306,242,548,0.581142366,0.513513505,0.595951438,0.533898294,0.602506697
1988,Oklahoma,West South Central,3121526,0.748792271,8.297223858,4.260736576,4.036487282,310,414,133,126,259,0.746770024,0.777777791,0.716346145,0.641025662,0.724137902
1988,Oregon,Pacific,2800477.8,0.583333333,5.070563316,2.785239005,2.285324311,273,468,78,64,142,0.586129725,0.523809552,0.618336916,0.5,0.621444225
1988,Pennsylvania,Middle Atlantic,11878093.4,0.513149022,5.640635895,2.929763122,2.710872774,761,1483,348,322,670,0.528769135,0.318181813,0.537560284,0.442028999,0.547600925
1988,Rhode Island,New England,992202,0.323232323,4.434580862,1.814146716,2.620434145,32,99,18,26,44,0.311827958,0.5,0.379999995,0.375,0.380434781
1988,South Carolina,South Atlantic,3413726.4,0.742028986,10.13555158,6.151635351,3.983916227,256,345,210,136,346,0.729372919,0.833333313,0.761792481,0.714285731,0.771186411
1988,South Dakota,West North Central,694956.8,0.597560976,4.604602761,1.295044527,3.309558234,49,82,9,23,32,0.621212125,0.5,0.566666663,0.181818187,0.620253146
1988,Tennessee,East South Central,4819972,0.766412214,10.4979863,7.199211946,3.29877435,502,655,347,159,506,0.780201316,0.627118647,0.763803661,0.633333325,0.777027011
1988,Texas,West South Central,16435046.2,0.691559876,12.55244418,8.110716476,4.441727703,1565,2263,1333,730,2063,0.697906733,0.608695626,0.697554111,0.597315431,0.705108762
1988,Utah,Mountain,1670487.4,0.589519651,3.172726714,1.556431973,1.616294741,135,229,26,27,53,0.587719321,1,0.630331755,0.800000012,0.62621361
1988,Vermont,New England,552497.6,0.666666667,2.533947659,1.809962613,0.723985045,60,90,10,4,14,0.666666687,NA,0.734042525,0,0.741935492
1988,Virginia,South Atlantic,6019250,0.686092715,8.107322341,5.283050214,2.824272127,518,755,318,170,488,0.69115442,0.647727251,0.690417707,0.698275864,0.689111769
1988,Washington,Pacific,4719784.8,0.559109875,5.74178721,3.135736189,2.606051022,402,719,148,123,271,0.564371228,0.490196079,0.580246925,0.5,0.586666644
1988,West Virginia,South Atlantic,1824710.4,0.775700935,5.754337784,3.562209105,2.19212868,166,214,65,40,105,0.774509788,0.800000012,0.75757575,0.666666687,0.75999999
1988,Wisconsin,East North Central,4854568.6,0.517611026,3.48125681,1.853923745,1.627333065,338,653,90,79,169,0.520766795,0.444444448,0.539363503,0.333333343,0.546875
1988,Wyoming,Mountain,456781.8,0.654320988,2.627074897,1.532460356,1.09461454,53,81,7,5,12,0.680000007,0.333333343,0.853658557,0.666666687,0.860759497
1989,Alabama,East South Central,4025917.1,0.78458498,12.51888669,8.494958826,4.023927865,397,506,342,162,504,0.801354408,0.666666687,0.842412472,0.774193525,0.851769924
1989,Alaska,Pacific,535223.8,0.719101124,5.97880737,4.297267797,1.681539573,64,89,23,9,32,0.714285731,0.725000024,0.685714304,0.653846145,0.704545438
1989,Arizona,Mountain,3570526.7,0.676602086,8.682192462,4.593159883,4.089032579,454,671,164,146,310,0.691082776,0.465116292,0.688046634,0.551724136,0.700636923
1989,Arkansas,West South Central,2344296,0.772357724,10.3229285,7.25164399,3.071284514,190,246,170,72,242,0.785087705,0.611111104,0.778156996,0.789473712,0.777372241
1989,California,Pacific,29150809.1,0.540912773,10.90535768,7.34456458,3.560793103,2003,3703,2141,1038,3179,0.548827529,0.461077839,0.560679615,0.482352942,0.568586707
1989,Colorado,Mountain,3253951,0.540983607,4.732708022,2.397085881,2.335622141,297,549,78,76,154,0.541044772,0.538461566,0.572202146,0.611111104,0.570895493
1989,Connecticut,New England,3269162,0.431438127,5.934242476,4.098909751,1.835332724,129,299,134,60,194,0.425992787,0.5,0.412751675,0.285714298,0.419014096
1989,Delaware,South Atlantic,658985,0.642105263,6.828683506,2.883221925,3.945461581,61,95,19,26,45,0.647727251,0.571428597,0.462500006,0.5,0.458333343
1989,District of Columbia,South Atlantic,610043.3,0.31372549,58.52043617,43.43953946,15.08089672,16,51,265,92,357,0.13333334,0.388888896,0.351351351,0.478260875,0.142857149
1989,Florida,South Atlantic,12618765.8,0.628612717,12.62405552,8.313015842,4.311039674,1305,2076,1049,544,1593,0.630635262,0.59677422,0.627516806,0.611111104,0.628571451
1989,Georgia,South Atlantic,6376704.9,0.756725146,14.25501124,9.268109616,4.986901621,647,855,591,318,909,0.758179247,0.75,0.75,0.739130437,0.752021551
1989,Hawaii,Pacific,1093875.2,0.330275229,4.662323453,1.645525925,3.016797529,36,109,18,33,51,0.416666657,0.262295067,0.272000015,0.25,0.311111122
1989,Idaho,Mountain,1000467.6,0.68125,2.898644594,2.099018499,0.799626095,109,160,21,8,29,0.687898099,0.333333343,0.71875,0.666666687,0.719576716
1989,Illinois,East North Central,11430193.6,0.466268147,10.28853964,5.730436622,4.558103023,546,1171,655,521,1176,0.467307687,0.458015263,0.480138183,0.489208639,0.47890088
1989,Indiana,East North Central,5538765.5,0.595870206,5.1636055,3.394258161,1.769347339,404,678,188,98,286,0.593798459,0.636363626,0.640109897,0.756756783,0.633863986
1989,Iowa,West North Central,2790460.3,0.53968254,1.899328222,0.93174592,0.967582302,170,315,26,27,53,0.538461566,0.666666687,0.53273809,0.375,0.536585391
1989,Kansas,West North Central,2466184.5,0.635087719,5.2307522,3.122231934,2.108520267,181,285,77,52,129,0.632958829,0.666666687,0.680134654,0.800000012,0.673758864
1989,Kentucky,East South Central,3682844.1,0.742738589,5.729267769,3.964327461,1.764940308,358,482,146,65,211,0.746724904,0.666666687,0.751824796,0.846153855,0.7495327
1989,Louisiana,West South Central,4218565.7,0.750462107,16.1192227,11.25975115,4.85947155,406,541,475,205,680,0.775462985,0.651376128,0.781361997,0.69892472,0.797849476
1989,Maine,New England,1217601.2,0.605882353,3.613662667,2.217474819,1.396187849,103,170,27,17,44,0.613095224,0,0.632258058,NA,0.632258058
1989,Maryland,South Atlantic,4725018.7,0.56,12.23275582,7.894148652,4.338607168,294,525,373,205,578,0.578454316,0.479591846,0.619341552,0.560000002,0.630170345
1989,Massachusetts,New England,5988486.2,0.359183673,3.790607383,1.736665937,2.053941445,176,490,104,123,227,0.358369112,0.375,0.32007575,0.239999995,0.324055672
1989,Michigan,East North Central,9291975.1,0.567464115,11.439979,7.479572346,3.960406652,593,1045,695,368,1063,0.56774193,0.565217376,0.58807081,0.641666651,0.581322134
1989,Minnesota,West North Central,4345186.1,0.518446602,2.646607012,1.104670753,1.541936259,267,515,48,67,115,0.52822578,0.263157904,0.518315017,0.270270258,0.53634578
1989,Mississippi,East South Central,2567958.2,0.770700637,12.03290614,7.63252299,4.400383153,242,314,196,113,309,0.80859375,0.603448272,0.809688568,0.630434811,0.843621373
1989,Missouri,West North Central,5097034.3,0.614457831,8.76980561,5.728821562,3.040984048,408,664,292,155,447,0.61526233,0.600000024,0.68458277,0.681818187,0.684766233
1989,Montana,Mountain,797827.5,0.633540373,3.634870946,2.256126794,1.378744152,102,161,18,11,29,0.638709664,0.5,0.664670646,0.5,0.682119191
1989,Nebraska,West North Central,1577529,0.563218391,2.725781903,1.457976367,1.267805536,98,174,23,20,43,0.565476179,0.5,0.563636363,0.571428597,0.563380301
1989,Nevada,Mountain,1161699,0.64453125,10.07145569,6.283899702,3.787555985,165,256,73,44,117,0.630901277,0.782608688,0.71768707,0.538461566,0.735074639
1989,New Hampshire,New England,1090387.8,0.547619048,2.934735697,1.375657358,1.559078339,69,126,15,17,32,0.547619045,NA,0.583892643,0.5,0.585034013
1989,New Jersey,Middle Atlantic,7693651.5,0.423459245,5.49803952,2.690529978,2.807509542,213,503,207,216,423,0.426373631,0.395833343,0.363315701,0.238805965,0.379999995
1989,New Mexico,Mountain,1493851.5,0.647651007,10.30892294,4.953638297,5.355284645,193,298,74,80,154,0.65925926,0.535714269,0.636042416,0.571428597,0.643137276
1989,New York,Middle Atlantic,17947216.7,0.383805135,12.72620729,8.881600009,3.844607281,583,1519,1594,690,2284,0.405120492,0.235602096,0.379265934,0.236842111,0.403773576
1989,North Carolina,South Atlantic,6553949.9,0.746268657,10.6805821,6.774540648,3.906041454,650,871,444,256,700,0.743190646,0.769999981,0.69967705,0.725000024,0.695920885
1989,North Dakota,West North Central,640191.7,0.6,1.40582891,0.781016061,0.624812849,42,70,5,4,9,0.59375,0.666666687,0.561643839,0,0.602941155
1989,Ohio,East North Central,10842166.5,0.595951417,5.598512069,3.126681369,2.471830699,736,1235,339,268,607,0.602506697,0.533898294,0.590909064,0.617021263,0.588665426
1989,Oklahoma,West South Central,3133555.5,0.716346154,7.754769303,4.946457786,2.808311517,298,416,155,88,243,0.724137902,0.641025662,0.737244904,0.54838711,0.753462613
1989,Oregon,Pacific,2821399.4,0.618336887,4.784859598,2.693698737,2.091160862,290,469,76,59,135,0.621444225,0.5,0.650224209,0.363636374,0.65747124
1989,Pennsylvania,Middle Atlantic,11879868.2,0.537560303,6.565729408,3.771085609,2.794643799,780,1451,448,332,780,0.547600925,0.442028999,0.575465202,0.4909091,0.582401216
